"Date","Open_BTC","High_BTC","Low_BTC","Close_BTC","Close_SP500","Open_SP500","High_SP500","Low_SP500"
2018-01-31,"10108.200195","10381.599609","9777.419922","10221.099609",2823.81,2832.41,2839.26,2813.04
2018-02-01,"10237.299805","10288.799805","8812.280273","9170.540039",2821.98,2816.45,2835.96,2812.7
2018-02-02,"9142.280273","9142.280273","7796.490234","8830.750000",2762.13,2808.92,2808.92,2759.97
2018-02-05,"8270.540039","8364.839844","6756.680176","6955.270020",2648.94,2741.06,2763.39,2638.17
2018-02-06,"7051.750000","7850.700195","6048.259766","7754.000000",2695.14,2614.78,2701.04,2593.07
2018-02-07,"7755.490234","8509.110352","7236.790039","7621.299805",2681.66,2690.95,2727.67,2681.33
2018-02-08,"7637.859863","8558.769531","7637.859863","8265.589844",2581,2685.01,2685.27,2580.56
2018-02-09,"8271.839844","8736.980469","7884.709961","8736.980469",2619.55,2601.78,2638.67,2532.69
2018-02-12,"8141.430176","8985.919922","8141.430176","8926.570313",2656,2636.75,2672.61,2622.45
2018-02-13,"8926.719727","8958.469727","8455.410156","8598.309570",2662.94,2646.27,2668.84,2637.08
2018-02-14,"8599.919922","9518.540039","8599.919922","9494.629883",2698.63,2651.21,2702.1,2648.87
2018-02-15,"9488.320313","10234.799805","9395.580078","10166.400391",2731.2,2713.46,2731.51,2689.82
2018-02-16,"10135.700195","10324.099609","9824.820313","10233.900391",2732.22,2727.14,2754.42,2725.11
2018-02-20,"11231.799805","11958.500000","11231.799805","11403.700195",2716.26,2722.99,2737.6,2706.76
2018-02-21,"11372.200195","11418.500000","10479.099609","10690.400391",2701.33,2720.53,2747.75,2701.29
2018-02-22,"10660.400391","11039.099609","9939.089844","10005.000000",2703.96,2710.42,2731.26,2697.77
2018-02-23,"9937.070313","10487.299805","9734.559570","10301.099609",2747.3,2715.8,2747.76,2713.74
2018-02-26,"9669.429688","10475.000000","9501.730469","10366.700195",2779.6,2757.37,2780.64,2753.78
2018-02-27,"10393.900391","10878.500000","10246.099609","10725.599609",2744.28,2780.45,2789.15,2744.22
2018-02-28,"10687.200195","11089.799805","10393.099609","10397.900391",2713.83,2753.78,2761.52,2713.54
2018-03-01,"10385.000000","11052.299805","10352.700195","10951.000000",2677.67,2715.22,2730.89,2659.65
2018-03-02,"10977.400391","11189.000000","10850.099609","11086.400391",2691.25,2658.89,2696.25,2647.32
2018-03-05,"11532.400391","11704.099609","11443.900391","11573.299805",2720.94,2681.06,2728.09,2675.75
2018-03-06,"11500.099609","11500.099609","10694.299805","10779.900391",2728.12,2730.18,2732.08,2711.26
2018-03-07,"10803.900391","10929.500000","9692.120117","9965.570313",2726.8,2710.18,2730.6,2701.74
2018-03-08,"9951.440430","10147.400391","9335.870117","9395.009766",2738.97,2732.75,2740.45,2722.65
2018-03-09,"9414.690430","9466.349609","8513.030273","9337.549805",2786.57,2752.91,2786.57,2751.54
2018-03-12,"9602.929688","9937.500000","8956.429688","9205.120117",2783.02,2790.54,2796.98,2779.26
2018-03-13,"9173.040039","9470.379883","8958.190430","9194.849609",2765.31,2792.31,2801.9,2758.68
2018-03-14,"9214.650391","9355.849609","8068.589844","8269.809570",2749.48,2774.06,2777.11,2744.38
2018-03-15,"8290.759766","8428.349609","7783.049805","8300.860352",2747.33,2754.27,2763.03,2741.47
2018-03-16,"8322.910156","8585.150391","8005.310059","8338.349609",2752.01,2750.57,2761.85,2749.97
2018-03-19,"8344.120117","8675.870117","8182.399902","8630.650391",2712.92,2741.38,2741.38,2694.59
2018-03-20,"8619.669922","9051.019531","8389.889648","8913.469727",2716.94,2715.05,2724.22,2710.05
2018-03-21,"8937.480469","9177.370117","8846.330078","8929.280273",2711.93,2714.99,2739.14,2709.79
2018-03-22,"8939.440430","9100.709961","8564.900391","8728.469727",2643.69,2691.36,2695.68,2641.59
2018-03-23,"8736.250000","8879.620117","8360.620117","8879.620117",2588.26,2646.71,2657.67,2585.89
2018-03-26,"8498.469727","8530.080078","7921.430176","8209.400391",2658.55,2619.35,2661.36,2601.81
2018-03-27,"8200.000000","8232.780273","7797.279785","7833.040039",2612.62,2667.57,2674.78,2596.12
2018-03-28,"7836.830078","8122.890137","7809.169922","7954.479980",2605,2611.3,2632.65,2593.06
2018-03-29,"7979.069824","7994.330078","7081.379883","7165.700195",2640.87,2614.41,2659.07,2609.72
2018-04-02,"6844.859863","7135.470215","6816.580078","7083.799805",2581.88,2633.45,2638.3,2553.8
2018-04-03,"7102.259766","7530.939941","7072.490234","7456.109863",2614.45,2592.17,2619.14,2575.49
2018-04-04,"7456.410156","7469.879883","6803.879883","6853.839844",2644.69,2584.04,2649.86,2573.61
2018-04-05,"6848.649902","6933.819824","6644.799805","6811.470215",2662.84,2657.36,2672.08,2649.58
2018-04-06,"6815.959961","6857.490234","6575.000000","6636.319824",2604.47,2645.82,2656.88,2586.27
2018-04-09,"7044.319824","7178.109863","6661.990234","6770.729980",2613.16,2617.18,2653.55,2610.79
2018-04-10,"6795.439941","6872.410156","6704.149902","6834.759766",2656.87,2638.41,2665.45,2635.78
2018-04-11,"6843.470215","6968.319824","6817.589844","6968.319824",2642.19,2643.89,2661.43,2639.25
2018-04-12,"6955.379883","7899.229980","6806.509766","7889.250000",2663.99,2653.83,2674.72,2653.83
2018-04-13,"7901.089844","8183.959961","7758.930176","7895.959961",2656.3,2676.9,2680.26,2645.05
2018-04-16,"8337.570313","8371.150391","7925.729980","8058.669922",2677.84,2670.1,2686.49,2665.16
2018-04-17,"8071.660156","8285.959961","7881.720215","7902.089844",2706.39,2692.74,2713.34,2692.05
2018-04-18,"7944.430176","8197.799805","7886.009766","8163.419922",2708.64,2710.11,2717.49,2703.63
2018-04-19,"8159.270020","8298.690430","8138.779785","8294.309570",2693.13,2701.16,2702.84,2681.9
2018-04-20,"8286.879883","8880.230469","8244.540039","8845.830078",2670.14,2692.56,2693.94,2660.61
2018-04-23,"8794.389648","8958.549805","8788.809570","8930.879883",2670.29,2675.4,2682.86,2657.99
2018-04-24,"8934.339844","9732.610352","8927.830078","9697.500000",2634.56,2680.8,2683.55,2617.32
2018-04-25,"9701.030273","9745.320313","8799.839844","8845.740234",2639.4,2634.92,2645.3,2612.67
2018-04-26,"8867.320313","9281.509766","8727.089844","9281.509766",2666.94,2651.65,2676.48,2647.16
2018-04-27,"9290.629883","9375.469727","8987.049805","8987.049805",2669.91,2675.47,2677.35,2659.01
2018-04-30,"9426.110352","9477.139648","9166.809570","9240.549805",2648.05,2675.05,2682.92,2648.04
2018-05-01,"9251.469727","9255.879883","8891.049805","9119.009766",2654.8,2643.64,2655.27,2625.41
2018-05-02,"9104.599609","9256.519531","9015.139648","9235.919922",2635.67,2654.24,2660.87,2631.7
2018-05-03,"9233.969727","9798.330078","9188.150391","9743.860352",2629.73,2628.08,2637.14,2594.62
2018-05-04,"9695.500000","9779.200195","9585.959961","9700.759766",2663.42,2621.45,2670.93,2615.32
2018-05-07,"9645.669922","9665.849609","9231.530273","9373.009766",2672.63,2669.36,2683.35,2664.7
2018-05-08,"9380.870117","9462.750000","9127.769531","9234.820313",2671.92,2670.26,2676.34,2655.2
2018-05-09,"9223.730469","9374.759766","9031.620117","9325.179688",2697.79,2678.12,2701.27,2674.14
2018-05-10,"9325.959961","9396.040039","9040.519531","9043.940430",2723.07,2705.02,2726.11,2704.54
2018-05-11,"9052.959961","9052.959961","8394.459961","8441.490234",2727.72,2722.7,2732.86,2717.45
2018-05-14,"8713.099609","8881.120117","8367.969727","8716.790039",2730.13,2733.37,2742.1,2725.47
2018-05-15,"8705.190430","8836.190430","8456.450195","8510.379883",2711.45,2718.59,2718.59,2701.91
2018-05-16,"8504.410156","8508.429688","8175.490234","8368.830078",2722.46,2712.62,2727.76,2712.17
2018-05-17,"8370.049805","8445.540039","8054.120117","8094.319824",2720.13,2719.71,2731.96,2711.36
2018-05-18,"8091.830078","8274.120117","7974.819824","8250.969727",2712.97,2717.35,2719.5,2709.18
2018-05-21,"8522.330078","8557.519531","8365.120117","8418.990234",2733.01,2725.95,2739.19,2725.7
2018-05-22,"8419.870117","8423.250000","8004.580078","8041.779785",2724.44,2738.34,2742.24,2721.88
2018-05-23,"8037.080078","8054.660156","7507.879883","7557.819824",2733.29,2713.98,2733.33,2709.54
2018-05-24,"7561.120117","7738.600098","7331.140137","7587.339844",2727.76,2730.94,2731.97,2707.38
2018-05-25,"7592.299805","7659.140137","7392.649902","7480.140137",2721.33,2723.6,2727.36,2714.99
2018-05-29,"7129.459961","7526.419922","7090.680176","7472.589844",2689.86,2705.11,2710.67,2676.81
2018-05-30,"7469.729980","7573.770020","7313.600098","7406.520020",2724.01,2702.43,2729.34,2702.43
2018-05-31,"7406.149902","7608.899902","7361.129883","7494.169922",2705.27,2720.98,2722.5,2700.68
2018-06-01,"7500.700195","7604.729980","7407.339844","7541.450195",2734.62,2718.7,2736.93,2718.7
2018-06-04,"7722.529785","7753.819824","7474.040039","7514.470215",2746.87,2741.67,2749.16,2740.54
2018-06-05,"7500.899902","7643.229980","7397.000000","7633.759766",2748.8,2748.46,2752.61,2739.51
2018-06-06,"7625.970215","7680.430176","7502.009766","7653.979980",2772.35,2753.25,2772.39,2748.46
2018-06-07,"7650.819824","7741.270020","7650.819824","7678.240234",2770.37,2774.84,2779.9,2760.16
2018-06-08,"7685.140137","7698.189941","7558.399902","7624.919922",2779.03,2765.84,2779.39,2763.59
2018-06-11,"6799.290039","6910.180176","6706.629883","6906.919922",2782,2780.18,2790.21,2780.17
2018-06-12,"6905.819824","6907.959961","6542.080078","6582.359863",2786.85,2785.6,2789.8,2778.78
2018-06-13,"6596.879883","6631.660156","6285.629883","6349.899902",2775.63,2787.94,2791.47,2774.65
2018-06-14,"6342.750000","6707.140137","6334.459961","6675.350098",2782.49,2783.21,2789.06,2776.52
2018-06-15,"6674.080078","6681.080078","6433.870117","6456.580078",2779.66,2777.78,2782.81,2761.73
2018-06-18,"6510.069824","6781.140137","6446.680176","6734.819824",2773.75,2765.79,2774.99,2757.12
2018-06-19,"6742.390137","6822.500000","6709.919922","6769.939941",2762.59,2752.01,2765.05,2743.19
2018-06-20,"6770.759766","6821.560059","6611.879883","6776.549805",2767.32,2769.73,2774.86,2763.91
2018-06-21,"6780.089844","6810.939941","6715.169922","6729.740234",2749.76,2769.28,2769.28,2744.39
2018-06-22,"6737.879883","6747.080078","6006.600098","6083.689941",2754.88,2760.79,2764.17,2752.68
2018-06-25,"6171.970215","6327.370117","6119.680176","6249.180176",2717.07,2742.94,2742.94,2698.67
2018-06-26,"6253.549805","6290.160156","6093.669922","6093.669922",2723.06,2722.12,2732.91,2715.6
2018-06-27,"6084.399902","6180.000000","6052.850098","6157.129883",2699.63,2728.45,2746.09,2699.38
2018-06-28,"6153.160156","6170.410156","5873.049805","5903.439941",2716.31,2698.69,2724.34,2691.99
2018-06-29,"5898.129883","6261.660156","5835.750000","6218.299805",2718.37,2727.13,2743.26,2718.03
2018-07-02,"6380.379883","6683.859863","6305.700195","6614.180176",2726.71,2704.95,2727.26,2698.95
2018-07-03,"6596.660156","6671.370117","6447.750000","6529.589844",2713.22,2733.27,2736.58,2711.16
2018-07-05,"6599.709961","6749.540039","6546.649902","6639.140137",2736.61,2724.19,2737.83,2716.02
2018-07-06,"6638.689941","6700.939941","6533.549805","6673.500000",2759.82,2737.68,2764.41,2733.52
2018-07-09,"6775.080078","6838.680176","6724.339844","6741.750000",2784.17,2768.51,2784.65,2768.51
2018-07-10,"6739.209961","6767.740234","6320.720215","6329.950195",2793.84,2788.56,2795.58,2786.24
2018-07-11,"6330.770020","6444.959961","6330.470215","6394.709961",2774.02,2779.82,2785.91,2770.77
2018-07-12,"6396.779785","6397.100098","6136.419922","6228.810059",2798.29,2783.14,2799.22,2781.53
2018-07-13,"6235.029785","6310.549805","6192.240234","6238.049805",2801.31,2796.93,2804.53,2791.69
2018-07-16,"6357.009766","6741.750000","6357.009766","6741.750000",2798.43,2801.43,2803.71,2793.39
2018-07-17,"6739.649902","7387.240234","6684.169922","7321.040039",2809.55,2789.34,2814.19,2789.24
2018-07-18,"7315.319824","7534.990234","7280.470215","7370.779785",2815.62,2811.35,2816.76,2805.89
2018-07-19,"7378.200195","7494.459961","7295.459961","7466.859863",2804.49,2809.37,2812.05,2799.77
2018-07-20,"7467.399902","7594.669922","7323.259766","7354.129883",2801.83,2804.55,2809.7,2800.01
2018-07-23,"7414.709961","7771.500000","7409.100098","7711.109863",2806.98,2799.17,2808.61,2795.14
2018-07-24,"7716.509766","8424.269531","7705.500000","8424.269531",2820.4,2820.68,2829.99,2811.12
2018-07-25,"8379.660156","8416.870117","8086.359863","8181.390137",2846.07,2817.73,2848.03,2817.73
2018-07-26,"8176.850098","8290.330078","7878.709961","7951.580078",2837.44,2835.49,2845.57,2835.26
2018-07-27,"7950.399902","8262.660156","7839.759766","8165.009766",2818.82,2842.35,2843.17,2808.34
2018-07-30,"8221.580078","8235.500000","7917.500000","8180.479980",2802.6,2819,2821.74,2798.11
2018-07-31,"8181.200195","8181.529785","7696.930176","7780.439941",2816.29,2809.73,2824.46,2808.06
2018-08-01,"7769.040039","7769.040039","7504.950195","7624.910156",2813.36,2821.17,2825.83,2805.85
2018-08-02,"7634.189941","7712.770020","7523.439941","7567.149902",2827.22,2800.48,2829.91,2796.34
2018-08-03,"7562.140137","7562.140137","7328.649902","7434.390137",2840.35,2829.62,2840.38,2827.37
2018-08-06,"7062.939941","7166.549805","6890.540039","6951.799805",2850.4,2840.29,2853.29,2835.98
2018-08-07,"6958.319824","7146.560059","6748.240234","6753.120117",2858.45,2855.92,2863.43,2855.92
2018-08-08,"6746.850098","6746.850098","6226.220215","6305.799805",2857.7,2856.79,2862.44,2853.09
2018-08-09,"6305.560059","6625.729980","6249.069824","6568.229980",2853.58,2857.19,2862.48,2851.98
2018-08-10,"6571.419922","6591.259766","6124.520020","6184.709961",2833.28,2839.64,2842.2,2825.81
2018-08-13,"6341.359863","6537.049805","6225.720215","6297.569824",2821.93,2835.46,2843.4,2819.88
2018-08-14,"6287.660156","6287.939941","5971.049805","6199.709961",2839.96,2827.88,2843.11,2826.58
2018-08-15,"6221.419922","6588.490234","6221.419922","6308.520020",2818.37,2827.95,2827.95,2802.49
2018-08-16,"6294.229980","6473.500000","6276.410156","6334.729980",2840.69,2831.44,2850.49,2831.44
2018-08-17,"6340.910156","6582.500000","6324.970215","6580.629883",2850.13,2838.32,2855.63,2833.73
2018-08-20,"6500.509766","6536.919922","6297.930176","6308.529785",2857.05,2853.93,2859.76,2850.62
2018-08-21,"6301.069824","6500.870117","6298.240234","6488.759766",2862.96,2861.51,2873.23,2861.32
2018-08-22,"6486.250000","6816.790039","6310.109863","6376.709961",2861.82,2860.99,2867.54,2856.05
2018-08-23,"6371.339844","6546.540039","6371.339844","6534.879883",2856.98,2860.29,2868.78,2854.03
2018-08-24,"6551.520020","6719.959961","6498.640137","6719.959961",2874.69,2862.35,2876.16,2862.35
2018-08-27,"6710.799805","6884.640137","6689.709961","6884.640137",2896.74,2884.69,2898.25,2884.69
